source,target,experimental_score
Eef1b2,Rps9,0.238
Eef1b2,Rpsa,0.312
Eef1b2,Srrm2,0.22
Eef1b2,Tcf3,0.292
Eef1b2,Tpt1,0.293
Eef1b2,Vars,0.49
Eef1b2,Ywhaz,0.24
Eef1d,Ahsa1,0.222
Eef1d,Atg7,0.222
Eef1d,Eef1a1,0.279
Eef1d,Eef1a2,0.279
Eef1d,Eef1b2,0.336
Eef1d,Eef1g,0.858
Eef1d,Fos,0.292
Eef1d,Gars,0.222
Eef1d,Map1b,0.222
Eef1d,Psmc1,0.222
Eef1d,Rpgrip1l,0.292
Eef1d,Vars,0.556
Eef1d,Vars2,0.049
Eef1e1,Aimp2,0.56
Eef1e1,Dars,0.691
Eef1e1,Eif4g1,0.222
Eef1e1,Eprs,0.67
Eef1e1,Hnrnpa2b1,0.209
Eef1e1,Iars,0.138
Eef1e1,Iqgap1,0.207
Eef1e1,Kars,0.136
Eef1e1,Lars,0.136
Eef1e1,Qars,0.136
Eef1e1,Rars,0.313
Eef1e1,Rpl26,0.209
Eef1e1,Rplp0,0.211
Eef1g,Abcf1,0.206
Eef1g,Abcf2,0.206
Eef1g,Aimp2,0.207
Eef1g,Cars,0.311
Eef1g,Cct7,0.208
Eef1g,Cdc5l,0.219
Eef1g,Cdk5rap2,0.207
Eef1g,Copb2,0.347
Eef1g,Dars,0.117
Eef1g,Dkc1,0.209
Eef1g,Eed,0.292
Eef1g,Eef1a1,0.648
Eef1g,Eef1a2,0.379
Eef1g,Eef1d,0.858
Eef1g,Eftud2,0.231
Eef1g,Eprs,0.838
Eef1g,Fbxo32,0.292
Eef1g,Hars,0.209
Eef1g,Hnrnpu,0.221
Eef1g,Hspa5,0.215
Eef1g,Htt,0.292
Eef1g,Ilf2,0.209
Eef1g,Kars,0.224
Eef1g,Krt17,0.292
Eef1g,Lars,0.22
Eef1g,Mvd,0.21
Eef1g,Ola1,0.162
Eef1g,Pfkl,0.317
Eef1g,Polr2c,0.148
Eef1g,Psmd11,0.215
Eef1g,Rack1,0.218
Eef1g,Rpgrip1l,0.292
Eef1g,Rpl14,0.219
Eef1g,Rpl4,0.219
Eef1g,Rpl8,0.219
Eef1g,Rps28,0.218
Eef1g,Snw1,0.228
Eef1g,Sumo1,0.157
Eef1g,Sumo2,0.157
Eef1g,Sumo3,0.157
Eef1g,Taf2,0.207
Eef1g,Tpt1,0.328
Eef1g,Tubb5,0.214
Eef1g,Uchl5,0.219
Eef1g,Vars,0.609
Eef1g,Vars2,0.321
Eef2,Aar2,0.152
Eef2,Arf3,0.217
Eef2,Atp6v1a,0.164
Eef2,Bcas2,0.369
Eef2,Cdc5l,0.151
Eef2,Cul7,0.244
Eef2,Dhx29,0.246
Eef2,Dhx9,0.075
Eef2,Eed,0.292
Eef2,Eif4a1,0.059
Eef2,Eif4h,0.221
Eef2,Eif5a,0.565
Eef2,Eif5a2,0.393
Eef2,Fau,0.974
Eef2,Fbxo32,0.292
Eef2,Fmr1,0.221
Eef2,Fxr1,0.212
Eef2,Fxr2,0.307
Eef2,Gcn1,0.267
Eef2,Gm2000,0.887
Eef2,Gm32717,0.151
Eef2,Gm32802,0.151
Eef2,Gm3550,0.449
Eef2,Gm9040,0.151
Eef2,Gm9044,0.151
Eef2,Gm9045,0.151
Eef2,Gm9046,0.151
Eef2,Gm9048,0.151
Eef2,Gm9049,0.151
Eef2,Gspt1,0.21
Eef2,Hsd17b10,0.094
Eef2,Huwe1,0.164
Eef2,Imp3,0.284
Eef2,Iqcb1,0.292
Eef2,Isg15,0.152
Eef2,Lsm3,0.205
Eef2,Mat2a,0.209
Eef2,Mrpl3,0.244
Eef2,Mrps5,0.284
Eef2,Nhp2,0.152
Eef2,Nphp1,0.292
Eef2,Npm1,0.292
Eef2,Pa2g4,0.406
Eef2,Pfas,0.214
Eef2,Pgd,0.212
Eef2,Plrg1,0.377
Eef2,Pou5f1,0.292
Eef2,Prpf19,0.376
Eef2,Prpf3,0.315
Eef2,Prpf31,0.302
Eef2,Prpf4,0.196
Eef2,Prpf6,0.366
Eef2,Prpf8,0.379
Eef2,Rack1,0.946
Eef2,Rpgrip1l,0.292
Eef2,Rpl10,0.391
Eef2,Rpl10a,0.876
Eef2,Rpl10l,0.873
Eef2,Rpl11,0.946
Eef2,Rpl12,0.938
Eef2,Rpl13,0.943
Eef2,Rpl13a,0.893
Eef2,Rpl14,0.946
Eef2,Rpl15,0.943
Eef2,Rpl17,0.907
Eef2,Rpl18,0.943
Eef2,Rpl18a,0.943
Eef2,Rpl19,0.943
Eef2,Rpl21,0.938
Eef2,Rpl22,0.906
Eef2,Rpl23,0.943
Eef2,Rpl23a,0.946
Eef2,Rpl24,0.938
Eef2,Rpl26,0.938
Eef2,Rpl27,0.938
Eef2,Rpl27a,0.943
Eef2,Rpl28,0.927
Eef2,Rpl29,0.885
Eef2,Rpl3,0.909
Eef2,Rpl30,0.938
Eef2,Rpl31,0.943
Eef2,Rpl32,0.943
Eef2,Rpl34,0.938
Eef2,Rpl35,0.887
Eef2,Rpl35a,0.943
Eef2,Rpl36a,0.87
Eef2,Rpl37,0.938
Eef2,Rpl37a,0.938
Eef2,Rpl38,0.943
Eef2,Rpl39,0.917
Eef2,Rpl4,0.943
Eef2,Rpl5,0.946
Eef2,Rpl6,0.942
Eef2,Rpl7,0.917
Eef2,Rpl7a,0.903
Eef2,Rpl8,0.943
Eef2,Rpl9,0.908
Eef2,Rplp0,0.931
Eef2,Rplp1,0.348
Eef2,Rplp2,0.439
Eef2,Rps10,0.887
Eef2,Rps11,0.938
Eef2,Rps12,0.938
Eef2,Rps13,0.943
Eef2,Rps14,0.906
Eef2,Rps15,0.946
Eef2,Rps15a,0.887
Eef2,Rps16,0.943
Eef2,Rps17,0.891
Eef2,Rps18,0.898
Eef2,Rps18-ps5,0.39
Eef2,Rps2,0.943
Eef2,Rps20,0.938
Eef2,Rps21,0.943
Eef2,Rps23,0.944
Eef2,Rps24,0.938
Eef2,Rps25,0.946
Eef2,Rps26,0.943
Eef2,Rps27,0.873
Eef2,Rps27a,0.944
Eef2,Rps27rt,0.873
Eef2,Rps28,0.944
Eef2,Rps29,0.937
Eef2,Rps3,0.943
Eef2,Rps3a1,0.943
Eef2,Rps4x,0.901
Eef2,Rps5,0.943
Eef2,Rps6,0.942
Eef2,Rps7,0.938
Eef2,Rps8,0.938
Eef2,Rps9,0.938
Eef2,Rpsa,0.938
Eef2,Sbds,0.263
Eef2,Sf3a1,0.285
Eef2,Sf3a3,0.24
Eef2,Sf3b1,0.32
Eef2,Sf3b2,0.317
Eef2,Sf3b3,0.324
Eef2,Sf3b4,0.293
Eef2,Snrnp200,0.238
Eef2,Snrpd1,0.274
Eef2,Snrpd2,0.372
Eef2,Snrpd3,0.377
Eef2,Snu13,0.152
Eef2,Snw1,0.377
Eef2,Srrm2,0.232
Eef2,Svs3a,0.152
Eef2,Svs3b,0.152
Eef2,Tardbp,0.233
Eef2,Tpt1,0.23
Eef2,Traf6,0.164
Eef2,Tufm,0.368
Eef2,Uba52,0.873
Eef2,Ubb,0.152
Eef2,Ubc,0.152
Eef2,Ubd,0.152
Eef2,Ubl4a,0.152
Eef2,Uchl5,0.222
Eef2,Unk,0.292
Eef2,Upf1,0.217
Eef2,Uvrag,0.292
Eefsec,Eif2s1,0.394
Eefsec,Fau,0.836
Eefsec,Gm2000,0.248
Eefsec,Gm3550,0.207
Eefsec,Rpl10,0.151
Eefsec,Rpl10a,0.267
Eefsec,Rpl10l,0.151
Eefsec,Rpl11,0.355
Eefsec,Rpl13,0.267
Eefsec,Rpl13a,0.267
Eefsec,Rpl14,0.267
Eefsec,Rpl15,0.267
Eefsec,Rpl17,0.207
Eefsec,Rpl18,0.267
Eefsec,Rpl18a,0.267
Eefsec,Rpl19,0.267
Eefsec,Rpl21,0.267
Eefsec,Rpl22,0.267
Eefsec,Rpl22l1,0.157
Eefsec,Rpl23,0.341
Eefsec,Rpl23a,0.363
Eefsec,Rpl24,0.267
Eefsec,Rpl26,0.252
Eefsec,Rpl27,0.267
Eefsec,Rpl27a,0.267
Eefsec,Rpl28,0.267
Eefsec,Rpl29,0.207
Eefsec,Rpl3,0.267
Eefsec,Rpl30,0.267
Eefsec,Rpl31,0.267
Eefsec,Rpl32,0.267
Eefsec,Rpl34,0.267
Eefsec,Rpl35,0.248
Eefsec,Rpl35a,0.267
Eefsec,Rpl37,0.267
Eefsec,Rpl37a,0.267
Eefsec,Rpl38,0.267
Eefsec,Rpl39,0.157
Eefsec,Rpl3l,0.207
Eefsec,Rpl4,0.267
Eefsec,Rpl5,0.341
Eefsec,Rpl6,0.267
Eefsec,Rpl7,0.267
Eefsec,Rpl7a,0.207
Eefsec,Rpl8,0.267
Eefsec,Rpl9,0.207
Eefsec,Rplp0,0.267
Eefsec,Rps10,0.316
Eefsec,Rps11,0.393
Eefsec,Rps12,0.267
Eefsec,Rps13,0.27
Eefsec,Rps14,0.269
Eefsec,Rps15,0.395
Eefsec,Rps15a,0.268
Eefsec,Rps16,0.267
Eefsec,Rps18,0.269
Eefsec,Rps18-ps5,0.269
Eefsec,Rps2,0.327
Eefsec,Rps20,0.326
Eefsec,Rps21,0.389
Eefsec,Rps23,0.326
Eefsec,Rps24,0.387
Eefsec,Rps25,0.389
Eefsec,Rps26,0.389
Eefsec,Rps27,0.259
Eefsec,Rps27a,0.267
Eefsec,Rps27l,0.259
Eefsec,Rps27rt,0.259
Eefsec,Rps28,0.387
Eefsec,Rps29,0.269
Eefsec,Rps3,0.395
Eefsec,Rps3a1,0.386
Eefsec,Rps4x,0.315
Eefsec,Rps5,0.269
Eefsec,Rps6,0.388
Eefsec,Rps7,0.388
Eefsec,Rps8,0.39
Eefsec,Rps9,0.323
Eefsec,Rpsa,0.267
Eefsec,Secisbp2,0.267
Eefsec,Uba52,0.207
Efcab6,Sin3a,0.222
Efhc1,Cfap161,0.298
Efhc1,Efhc2,0.39
Efhc1,Tekt1,0.392
Efhc2,Efhc1,0.39
Efhc2,Kif9,0.222
Efhc2,Nme7,0.277
Efhc2,Pbld2,0.222
Efhc2,Tekt4,0.381
Efhd2,Eed,0.292
Efhd2,Invs,0.292
Efhd2,Lrrk2,0.292
Efhd2,Mapt,0.457
Efl1,Actr2,0.328
Efl1,Bag1,0.31
Efl1,Nsun2,0.222
Efl1,Osgep,0.329
Efl1,Rangap1,0.329
Efl1,Rprd1b,0.242
Efl1,Tpd52l2,0.263
Efl1,Ufm1,0.326
Efna1,Epha1,0.328
Efna1,Epha10,0.077
Efna1,Epha2,0.559
Efna1,Epha3,0.077
Efna1,Epha4,0.077
Efna1,Epha5,0.077
Efna1,Epha6,0.077
Efna1,Epha7,0.077
Efna1,Epha8,0.077
Efna1,Ephb1,0.077
Efna1,Ephb2,0.077
Efna1,Ephb3,0.077
Efna1,Ephb4,0.077
Efna1,Rpl28,0.287
Efna1,Sbds,0.292
Efna2,Epha1,0.091
Efna2,Epha10,0.146
Efna2,Epha2,0.091
Efna2,Epha3,0.146
Efna2,Epha4,0.308
Efna2,Epha5,0.308
Efna2,Epha6,0.146
Efna2,Epha7,0.146
Efna2,Epha8,0.091
Efna2,Ephb1,0.12
Efna2,Ephb2,0.12
Efna2,Ephb3,0.12
Efna2,Ephb4,0.12
Efna4,Chn2,0.292
Efna4,Epha1,0.292
Efna5,Epha1,0.334
Efna5,Epha10,0.124
Efna5,Epha2,0.56
Efna5,Epha3,0.655
Efna5,Epha4,0.305
Efna5,Epha5,0.41
Efna5,Epha6,0.124
Efna5,Epha7,0.353
Efna5,Ephb2,0.946
Efnb1,Dab1,0.292
Efnb1,Epha10,0.086
Efnb1,Epha3,0.086
Efnb1,Epha4,0.086
Efnb1,Epha5,0.086
Efnb1,Epha6,0.086
Efnb1,Epha7,0.086
Efnb1,Ephb1,0.292
Efnb1,Ephb2,0.292
Efnb1,Ephb3,0.292
Efnb1,Gja1,0.292
Efnb1,Nck2,0.457
Efnb1,Psen1,0.292
Efnb1,Ptpn13,0.322
Efnb1,Stat3,0.292
Efnb2,Dab1,0.292
Efnb2,Epha10,0.103
Efnb2,Epha3,0.103
Efnb2,Epha4,0.505
Efnb2,Epha5,0.247
Efnb2,Epha6,0.103
Efnb2,Epha7,0.103
Efnb2,Ephb2,0.96
Efnb2,Ephb3,0.298
Efnb2,Ephb4,0.545
Efnb2,Gja1,0.292
Efnb2,Nck2,0.305
Efnb2,Pard3,0.292
Efnb2,Pdzrn3,0.222
Efnb3,Dab1,0.292
Efnb3,Epha10,0.136
Efnb3,Epha3,0.136
Efnb3,Epha4,0.328
Efnb3,Epha5,0.328
Efnb3,Epha6,0.136
Efnb3,Epha7,0.136
Efnb3,Grip1,0.15
Efnb3,Lrp8,0.292
Efnb3,Mapk1,0.292
Efnb3,Sdcbp,0.15
Efnb3,Vldlr,0.292
Efr3b,Pi4ka,0.353
Efr3b,Ttc7b,0.305
Efs,Fyn,0.045
Eftud2,Aar2,0.379
Eftud2,Acbd3,0.21
Eftud2,Alyref,0.333
Eftud2,Aqr,0.726
Eftud2,Bcas2,0.808
Eftud2,Bud13,0.558
Eftud2,Bud31,0.808
Eftud2,Cactin,0.267
Eftud2,Ccdc12,0.334
Eftud2,Cd2bp2,0.131
Eftud2,Cdc40,0.808
Eftud2,Cdc5l,0.405
Eftud2,Cenpc1,0.292
Eftud2,Chaf1a,0.292
Eftud2,Crnkl1,0.808
Eftud2,Ctnnbl1,0.31
Eftud2,Cul7,0.244
Eftud2,Cwc15,0.808
Eftud2,Cwc22,0.287
Eftud2,Cwc25,0.568
Eftud2,Cwc27,0.631
Eftud2,Ddb1,0.214
Eftud2,Ddx23,0.559
Eftud2,Ddx5,0.248
Eftud2,Dhx15,0.673
Eftud2,Dhx16,0.599
Eftud2,Dhx35,0.359
Eftud2,Dhx38,0.609
Eftud2,Dhx8,0.359
Eftud2,Eapp,0.129
Eftud2,Ecd,0.23
Eftud2,Eed,0.292
Eftud2,Eef1a1,0.122
Eftud2,Eef1a2,0.122
Eftud2,Eef1g,0.231
Eftud2,Eif4a3,0.483
Eftud2,Eif4a3l1,0.355
Eftud2,Eif4a3l2,0.355
Eftud2,Eif5a,0.254
Eftud2,Eprs,0.203
Eftud2,Fau,0.825
Eftud2,Frg1,0.423
Eftud2,Gcn1,0.157
Eftud2,Gm13691,0.287
Eftud2,Gm13693,0.287
Eftud2,Gm13694,0.287
Eftud2,Gm13695,0.287
Eftud2,Gm13696,0.287
Eftud2,Gm13697,0.287
Eftud2,Gm13698,0.287
Eftud2,Gm2000,0.284
Eftud2,Gm32717,0.269
Eftud2,Gm32802,0.269
Eftud2,Gm7879,0.31
Eftud2,Gm9040,0.269
Eftud2,Gm9044,0.269
Eftud2,Gm9045,0.269
Eftud2,Gm9046,0.269
Eftud2,Gm9048,0.269
Eftud2,Gm9049,0.269
Eftud2,Gpatch1,0.207
Eftud2,Gpkow,0.267
Eftud2,Hars,0.211
Eftud2,Hnrnpa0,0.121
Eftud2,Hnrnpa1,0.121
Eftud2,Hnrnpa2b1,0.286
Eftud2,Hnrnpa3,0.342
Eftud2,Hnrnpc,0.361
Eftud2,Hnrnpf,0.301
Eftud2,Hnrnph1,0.314
Eftud2,Hnrnpk,0.305
Eftud2,Hnrnpu,0.201
Eftud2,Hspb1,0.166
Eftud2,Ik,0.511
Eftud2,Isy1,0.638
Eftud2,Lsm2,0.608
Eftud2,Lsm3,0.574
Eftud2,Lsm4,0.593
Eftud2,Lsm5,0.599
Eftud2,Lsm6,0.584
Eftud2,Lsm7,0.6
Eftud2,Lsm8,0.695
Eftud2,Magoh,0.38
Eftud2,Magohb,0.241
Eftud2,Mfap1a,0.383
Eftud2,Mfap1b,0.383
Eftud2,Mrpl11,0.2
Eftud2,Mrpl12,0.379
Eftud2,Mrpl22,0.244
Eftud2,Mrps10,0.284
Eftud2,Mrps14,0.244
Eftud2,Mrps16,0.378
Eftud2,Mrps2,0.219
Eftud2,Mrps5,0.284
Eftud2,Mrps7,0.244
Eftud2,Mrps9,0.378
Eftud2,Mrrf,0.369
Eftud2,Mrto4,0.284
Eftud2,Mtrex,0.263
Eftud2,Ncbp1,0.377
Eftud2,Ncbp2,0.56
Eftud2,Nhp2,0.152
Eftud2,Pabpc1,0.175
Eftud2,Pfkl,0.316
Eftud2,Phf5a,0.558
Eftud2,Plrg1,0.854
Eftud2,Ppie,0.401
Eftud2,Ppih,0.31
Eftud2,Ppil1,0.606
Eftud2,Ppil2,0.399
Eftud2,Ppil3,0.282
Eftud2,Ppwd1,0.389
Eftud2,Prpf18,0.267
Eftud2,Prpf19,0.861
Eftud2,Prpf3,0.64
Eftud2,Prpf31,0.728
Eftud2,Prpf38a,0.267
Eftud2,Prpf4,0.727
Eftud2,Prpf4b,0.383
Eftud2,Prpf6,0.808
Eftud2,Prpf8,0.861
Eftud2,Psma3,0.219
Eftud2,Rack1,0.283
Eftud2,Ranbp2,0.176
Eftud2,Rbbp4,0.207
Eftud2,Rbbp7,0.21
Eftud2,Rbm22,0.808
Eftud2,Rbm8a,0.43
Eftud2,Rbm8a2,0.2
Eftud2,Rnpc3,0.376
Eftud2,Rpap3,0.212
Eftud2,Rpl10,0.201
Eftud2,Rpl10a,0.244
Eftud2,Rpl11,0.378
Eftud2,Rpl12,0.2
Eftud2,Rpl13,0.378
Eftud2,Rpl13a,0.218
Eftud2,Rpl14,0.209
Eftud2,Rpl15,0.378
Eftud2,Rpl17,0.244
Eftud2,Rpl18,0.378
Eftud2,Rpl18a,0.283
Eftud2,Rpl19,0.378
Eftud2,Rpl21,0.284
Eftud2,Rpl22,0.284
Eftud2,Rpl22l1,0.284
Eftud2,Rpl23,0.378
Eftud2,Rpl23a,0.378
Eftud2,Rpl24,0.378
Eftud2,Rpl26,0.284
Eftud2,Rpl27,0.209
Eftud2,Rpl28,0.375
Eftud2,Rpl3,0.244
Eftud2,Rpl30,0.378
Eftud2,Rpl31,0.378
Eftud2,Rpl32,0.378
Eftud2,Rpl35,0.284
Eftud2,Rpl35a,0.378
Eftud2,Rpl38,0.378
Eftud2,Rpl3l,0.244
Eftud2,Rpl4,0.244
Eftud2,Rpl5,0.378
Eftud2,Rpl6,0.209
Eftud2,Rpl7,0.217
Eftud2,Rpl7a,0.152
Eftud2,Rpl8,0.244
Eftud2,Rpl9,0.217
Eftud2,Rplp0,0.284
Eftud2,Rps10,0.284
Eftud2,Rps11,0.378
Eftud2,Rps12,0.152
Eftud2,Rps13,0.244
Eftud2,Rps14,0.244
Eftud2,Rps15,0.378
Eftud2,Rps15a,0.244
Eftud2,Rps16,0.244
Eftud2,Rps18,0.244
Eftud2,Rps18-ps5,0.244
Eftud2,Rps2,0.284
Eftud2,Rps20,0.284
Eftud2,Rps21,0.378
Eftud2,Rps23,0.284
Eftud2,Rps24,0.378
Eftud2,Rps25,0.378
Eftud2,Rps26,0.378
Eftud2,Rps27,0.244
Eftud2,Rps27rt,0.244
Eftud2,Rps28,0.378
Eftud2,Rps3,0.378
Eftud2,Rps3a1,0.378
Eftud2,Rps4x,0.283
Eftud2,Rps5,0.244
Eftud2,Rps6,0.378
Eftud2,Rps7,0.378
Eftud2,Rps8,0.378
Eftud2,Rps9,0.284
Eftud2,Rpsa,0.219
Eftud2,Ruvbl2,0.212
Eftud2,Sart1,0.687
Eftud2,Sart3,0.316
Eftud2,Serbp1,0.246
Eftud2,Sf3a1,0.592
Eftud2,Sf3a2,0.591
Eftud2,Sf3a3,0.638
Eftud2,Sf3b1,0.711
Eftud2,Sf3b2,0.591
Eftud2,Sf3b3,0.722
Eftud2,Sf3b4,0.603
Eftud2,Sf3b5,0.56
Eftud2,Sf3b6,0.335
Eftud2,Sfpq,0.231
Eftud2,Sh3glb2,0.213
Eftud2,Slu7,0.558
Eftud2,Smu1,0.369
Eftud2,Snrnp200,0.863
Eftud2,Snrnp27,0.267
Eftud2,Snrnp35,0.244
Eftud2,Snrnp40,0.748
Eftud2,Snrnp48,0.392
Eftud2,Snrnp70,0.322
Eftud2,Snrpa,0.455
Eftud2,Snrpa1,0.808
Eftud2,Snrpb2,0.455
Eftud2,Snrpc,0.319
Eftud2,Snrpd1,0.844
Eftud2,Snrpd2,0.846
Eftud2,Snrpd3,0.862
Eftud2,Snrpe,0.808
Eftud2,Snrpf,0.808
Eftud2,Snrpn,0.738
Eftud2,Snu13,0.559
Eftud2,Snw1,0.859
Eftud2,Srrm1,0.41
Eftud2,Srrm2,0.617
Eftud2,Srsf1,0.47
Eftud2,Srsf9,0.142
Eftud2,Syf2,0.638
Eftud2,Syncrip,0.224
Eftud2,Tcerg1,0.379
Eftud2,Tfip11,0.615
Eftud2,Thoc2,0.204
Eftud2,Thoc2l,0.204
Eftud2,Tssc4,0.25
Eftud2,Ttc1,0.213
Eftud2,Tubb5,0.216
Eftud2,Tufm,0.261
Eftud2,Txnl4a,0.446
Eftud2,Ubl5,0.237
Eftud2,Usp39,0.562
Eftud2,Wbp11,0.291
Eftud2,Wbp4,0.31
Eftud2,Wdr5,0.207
Eftud2,Xab2,0.808
Eftud2,Zmat5,0.199
Eftud2,Znhit2,0.091
Egf,App,0.292
Egf,Egfr,0.779
Egf,Erbb2,0.135
Egf,Erbb3,0.135
Egf,Erbb4,0.135
Egf,Rhbdf2,0.423
Egf,Rps6ka5,0.225
Egfl7,Lox,0.292
Egfl7,Loxl1,0.292
Egfl7,Loxl3,0.292
Egfl7,Loxl4,0.292
Egfl7,Notch1,0.292
Egfl7,Notch2,0.292
Egfl7,Notch3,0.292
Egfl7,Notch4,0.292
Egflam,Dag1,0.46
Egfr,Ap1b1,0.292
Egfr,App,0.058
Egfr,Arhgef7,0.292
Egfr,Axl,0.049
Egfr,Cav1,0.058
Egfr,Cav2,0.058
Egfr,Cbl,0.664
Egfr,Cblb,0.245
Egfr,Cblc,0.559
Egfr,Cdh1,0.059
Egfr,Chia1,0.186
Egfr,Crk,0.075
Egfr,Crkl,0.142
Egfr,Ctnnb1,0.059
Egfr,Dok2,0.292
Egfr,Epha2,0.045
Egfr,Eps15,0.457
Egfr,Erbb2,0.725
Egfr,Erbb3,0.535
Egfr,Erbb4,0.314
Egfr,Errfi1,0.559
Egfr,Gab1,0.082
Egfr,Grap2,0.075
Egfr,Grb10,0.058
Egfr,Grb2,0.505
Egfr,H3f3b,0.292
Egfr,Hdac6,0.058
Egfr,Hsp90aa1,0.058
Egfr,Hsp90ab1,0.058
Egfr,Hspa4,0.059
Egfr,Hspa8,0.052
Egfr,Igll1,0.403
Egfr,Itgb3,0.292
Egfr,Itgb4,0.292
Egfr,Jak2,0.457
Egfr,Kras,0.292
Egfr,Lingo1,0.292
Egfr,Lrp1,0.326
Egfr,Mapk14,0.292
Egfr,Matk,0.095
Egfr,Mttp,0.323
Egfr,Muc1,0.075
Egfr,Nck1,0.058
Egfr,Nr3c1,0.075
Egfr,Ntrk2,0.321
Egfr,Pdcd6ip,0.058
Egfr,Pdgfra,0.058
Egfr,Pdgfrb,0.054
Egfr,Pik3c2b,0.075
Egfr,Pik3ca,0.061
Egfr,Pik3cb,0.061
